emp_no,first_name,last_name,birth_date,from_date,to_date,dept_name
442209,Shaunak,Solares,1953-10-24,2001-03-27,9999-01-01,Production
442255,Satoru,Rosti,1957-10-04,1998-03-04,9999-01-01,Development
442276,Mabo,Ghazalie,1956-11-08,1998-07-24,9999-01-01,Development
442298,Junichi,Kaiser,1955-05-21,1999-03-12,9999-01-01,Sales
442322,Vitali,Keirsey,1953-11-14,1998-12-19,9999-01-01,Marketing
442355,Fayez,Polajnar,1956-10-15,1998-02-17,9999-01-01,Production
442399,Ranan,Thiria,1958-06-26,1998-07-09,9999-01-01,Production
442440,Nakhoon,Siksek,1958-10-15,1998-12-12,9999-01-01,Sales
442451,Guadalupe,Schade,1961-03-30,1998-04-24,9999-01-01,Production
442479,Weicheng,Basart,1955-02-12,1998-05-21,9999-01-01,Development
442509,Berhard,Laurillard,1956-05-02,1998-02-07,9999-01-01,Development
442609,Shuho,Puppe,1957-02-08,1998-12-23,9999-01-01,Marketing
442645,Elvis,Apsitis,1953-02-15,1999-11-15,9999-01-01,Sales
442707,Ghassan,Motley,1961-07-04,1998-07-06,9999-01-01,Finance
442727,Dietrich,Hopewell,1954-05-29,1998-06-26,9999-01-01,Development
442732,Yongmao,Soloway,1953-03-23,1999-10-23,9999-01-01,Production
442739,Jiann,Pusterhofer,1954-07-09,1999-01-10,9999-01-01,Human Resources
442814,Taegyun,Rosaz,1956-02-23,1998-06-29,9999-01-01,Production
443085,Branimir,Hanratty,1961-06-12,1998-07-11,9999-01-01,Development
443088,Alejandra,Hainaut,1952-03-05,1999-08-15,9999-01-01,Marketing
443163,Vishwani,Qiwen,1959-09-18,1999-12-07,9999-01-01,Human Resources
443174,Alagu,Bahr,1955-06-20,2000-01-05,9999-01-01,Development
443214,Lakshmi,Juneja,1956-10-02,1999-08-25,9999-01-01,Sales
443282,Adam,Mungall,1962-08-30,1998-10-07,9999-01-01,Production
443302,Patricio,Hofting,1964-06-17,1999-05-22,9999-01-01,Marketing
443315,Foong,Tokunaga,1958-01-21,1998-11-21,9999-01-01,Development
443391,Jolita,Yetto,1952-11-09,1998-09-22,9999-01-01,Sales
443392,Domenick,Birjandi,1960-09-14,1999-06-10,9999-01-01,Development
443468,Raimond,Perelgut,1962-09-08,1999-10-16,9999-01-01,Human Resources
443516,Martina,Hellwagner,1957-05-25,1999-01-01,9999-01-01,Quality Management
443559,Khaled,Comellas,1954-09-11,1999-02-16,9999-01-01,Customer Service
443610,Kristin,Daescu,1964-02-04,1998-07-27,9999-01-01,Development
443721,Kinh,England,1953-01-23,1999-09-03,9999-01-01,Production
443727,Jaewon,Mitina,1963-11-09,1998-11-01,9999-01-01,Human Resources
443745,Valdiodio,Birke,1957-04-17,2001-10-24,9999-01-01,Customer Service
443781,Dipankar,Pfau,1954-11-25,1999-04-27,9999-01-01,Development
443855,Chirstian,Thisen,1961-08-27,1999-08-29,9999-01-01,Research
443857,Gen,Biran,1964-08-24,1999-11-24,9999-01-01,Production
443934,Fatemeh,Cusworth,1954-08-15,2002-03-06,9999-01-01,Production
444138,Stamatina,Birch,1961-11-21,1998-11-14,9999-01-01,Sales
444288,Gro,Mattern,1957-07-29,1998-12-15,9999-01-01,Research
444343,Mountaz,Kroll,1957-04-06,1998-07-11,9999-01-01,Production
444352,Gino,Manderick,1959-01-26,1998-01-23,9999-01-01,Quality Management
444397,Hidde,Masand,1957-03-22,1999-03-09,9999-01-01,Customer Service
444399,Yahiko,Zallocco,1955-02-26,1999-01-26,9999-01-01,Production
444442,Poorav,Lamba,1953-03-03,1998-05-08,9999-01-01,Production
444471,Bernt,Wendorf,1958-06-04,1998-03-14,9999-01-01,Sales
444557,Chanjung,Tsukuda,1955-01-16,1999-01-25,9999-01-01,Development
444564,Zorica,Carrera,1960-10-19,1998-08-07,9999-01-01,Production
444709,Jackson,Zlotek,1953-10-04,1998-04-23,9999-01-01,Sales
444766,Diederik,Koshiba,1952-03-04,1999-06-16,9999-01-01,Quality Management
444769,Gor,McAlpine,1959-07-18,1999-06-20,9999-01-01,Development
444806,Ayakannu,Olivero,1956-03-22,2000-01-09,9999-01-01,Human Resources
444824,Mari,Furedi,1956-01-27,2002-02-25,9999-01-01,Production
444967,Ramalingam,Swift,1958-06-21,1999-12-29,9999-01-01,Human Resources
445120,Shigeo,Picht,1962-02-28,1999-08-14,9999-01-01,Production
445133,Supot,Vecchio,1957-05-28,1999-04-18,9999-01-01,Quality Management
445141,Vishv,Kinley,1952-02-17,1998-08-08,9999-01-01,Production
445280,Harjit,Emiris,1963-02-25,1998-02-11,9999-01-01,Development
445468,Elrique,Norsworthy,1956-03-06,1999-04-30,9999-01-01,Customer Service
445532,Shichao,Driscoll,1961-03-12,1998-06-15,9999-01-01,Development
445687,Falguni,Turnbull,1960-07-09,1998-12-30,9999-01-01,Sales
445705,Eberhardt,Perko,1961-06-12,1999-09-19,9999-01-01,Sales
445766,Nahum,Uchoa,1960-12-25,1998-02-22,9999-01-01,Customer Service
445801,Mantis,Benner,1960-04-30,1998-10-24,9999-01-01,Customer Service
445849,Chandrasekaran,Feinberg,1959-10-11,1999-11-30,9999-01-01,Development
445853,Mansur,Trelles,1957-07-15,2001-03-23,9999-01-01,Customer Service
445903,Radoslaw,Kisuki,1956-06-22,1999-02-22,9999-01-01,Customer Service
445916,Naftali,Shigei,1957-07-24,1999-05-02,9999-01-01,Production
446012,Zissis,Crooks,1963-04-22,1999-05-08,9999-01-01,Development
446022,Neven,Takkinen,1962-09-23,1999-07-17,9999-01-01,Finance
446058,Kaijung,Mahnke,1953-08-18,1998-02-19,9999-01-01,Human Resources
446086,Chrisa,Marzano,1955-04-08,1998-10-26,9999-01-01,Development
446107,Leon,Ginesta,1953-02-04,1998-08-01,9999-01-01,Production
446150,Huan,Bugrara,1952-04-18,1998-07-20,9999-01-01,Sales
446153,Niteen,Unno,1952-02-26,1999-07-22,9999-01-01,Development
446252,Mahendra,Swan,1953-09-02,1999-12-01,9999-01-01,Development
446295,Marsal,Miyakawa,1958-06-25,1999-11-06,9999-01-01,Customer Service
446572,Irena,Baba,1957-02-16,1998-04-18,9999-01-01,Customer Service
446586,Weiyi,Bakhtari,1956-08-11,1999-07-08,9999-01-01,Sales
446927,Ute,Motley,1953-09-07,1999-06-13,9999-01-01,Marketing
446995,Isamu,Steinauer,1959-07-19,1998-06-14,9999-01-01,Production
447027,Angus,Candan,1958-06-02,1998-02-03,9999-01-01,Sales
447296,Yefim,Pluym,1954-07-06,1999-04-06,9999-01-01,Sales
447331,Marla,Dengi,1959-11-12,1999-10-20,9999-01-01,Production
447414,Abdelkader,Rissland,1962-08-21,1999-02-09,9999-01-01,Marketing
447461,Venkatesan,Ozery,1963-02-04,1999-10-24,9999-01-01,Human Resources
447515,Idoia,Gils,1958-12-13,1998-04-24,9999-01-01,Development
447523,Taegyun,Schnelling,1962-07-09,1998-04-30,9999-01-01,Customer Service
447600,Gao,Champarnaud,1954-07-04,1998-04-06,9999-01-01,Development
447673,Roddy,Luef,1962-10-19,1999-03-30,9999-01-01,Finance
447716,Subir,Lovengreen,1952-12-11,1998-01-08,9999-01-01,Research
447772,Changho,Samarati,1961-12-12,2000-01-05,9999-01-01,Sales
447842,Itzchak,Thibadeau,1958-10-07,1999-01-29,9999-01-01,Marketing
448002,Munir,Mapelli,1963-05-05,1999-08-09,9999-01-01,Sales
448042,Shigenori,Lores,1963-11-21,2000-01-12,9999-01-01,Quality Management
448067,Chenxi,Hiltgen,1962-04-07,1999-10-26,9999-01-01,Human Resources
448150,Masako,Laventhal,1959-06-09,1999-11-05,9999-01-01,Customer Service
448182,Kazuhisa,Whitcomb,1955-11-14,1999-10-16,9999-01-01,Sales
448256,Achilleas,Tsukuda,1954-11-07,2000-10-01,9999-01-01,Customer Service
448344,Fuqing,Munro,1957-08-08,1998-02-12,9999-01-01,Production
448348,Shigenori,Mersereau,1955-05-26,1999-12-21,9999-01-01,Human Resources
448377,Rosita,Ertl,1963-04-11,2000-01-24,9999-01-01,Development
448522,Abdelkader,Quadeer,1958-01-15,1998-06-30,9999-01-01,Production
448544,Richara,Gecsei,1959-05-18,1998-10-19,9999-01-01,Sales
448556,Morrie,Ushiama,1952-06-23,1999-02-09,9999-01-01,Quality Management
448564,Zorica,Alvarado,1952-07-26,1999-04-23,9999-01-01,Development
448828,Guttorm,Welham,1960-09-24,2000-07-24,9999-01-01,Customer Service
448845,Fusako,Kuhnemann,1953-05-26,1998-11-08,9999-01-01,Development
448897,Theron,Dredge,1954-08-26,1999-09-11,9999-01-01,Marketing
448917,Phuoc,Ventosa,1963-03-13,1999-09-03,9999-01-01,Development
448975,Ult,Shiratori,1952-02-15,2000-01-22,9999-01-01,Development
449126,Danai,Schwabacher,1957-10-12,1999-05-18,9999-01-01,Research
449209,Yifei,Ramamoorthy,1958-06-02,1998-11-24,9999-01-01,Human Resources
449214,Gretta,Bade,1962-10-03,1998-11-04,9999-01-01,Customer Service
449221,Mayumi,Liedekerke,1960-11-29,1998-06-28,9999-01-01,Customer Service
449312,Shalesh,Shihab,1954-10-29,1998-12-05,9999-01-01,Development
449348,Sibyl,Carrera,1964-01-23,1998-09-06,9999-01-01,Production
449361,Wayne,Hutter,1952-07-02,1999-01-24,9999-01-01,Sales
449463,Yefim,Andreotta,1952-04-01,1998-06-05,9999-01-01,Development
449481,Sasan,Eterovic,1958-06-12,1998-04-29,9999-01-01,Sales
449519,Youjian,Zultner,1955-12-05,1998-01-24,9999-01-01,Development
449531,Hauke,Papsdorf,1957-03-10,1999-10-06,9999-01-01,Research
449543,Abdelkader,Holburn,1963-05-22,1999-07-25,9999-01-01,Sales
449720,Xianlong,Uehara,1956-09-08,1998-04-25,9999-01-01,Development
449848,Goo,Chimia,1952-10-17,1998-10-02,9999-01-01,Development
449900,Katsuyuki,Gunderson,1952-09-11,1998-04-29,9999-01-01,Production
449910,Jaewoo,Huxford,1954-10-25,1999-05-12,9999-01-01,Development
449924,Siddarth,Bade,1955-09-01,2000-06-04,9999-01-01,Development
450023,Brigham,Kieras,1956-05-25,1998-04-05,9999-01-01,Production
450067,Lena,Peron,1959-01-26,1998-04-06,9999-01-01,Production
450075,Juyoung,Codenie,1955-02-14,1999-09-11,9999-01-01,Development
450090,Heejo,Cheshire,1960-09-19,1998-08-31,9999-01-01,Finance
450151,Jaber,Usdin,1960-12-30,1998-10-19,9999-01-01,Production
450343,Indrajit,Pehl,1956-07-23,2000-05-29,9999-01-01,Production
450503,Krassimir,Bergere,1959-04-05,1998-05-04,9999-01-01,Development
450560,Sahrah,Rosis,1961-07-03,1999-08-10,9999-01-01,Marketing
450736,Masali,Heemskerk,1952-05-14,1998-04-12,9999-01-01,Production
450785,Narain,Luga,1955-02-07,1999-08-30,9999-01-01,Research
450795,Theirry,Kriebel,1956-09-24,1999-07-25,9999-01-01,Customer Service
450797,Tze,Dahlbom,1956-10-16,1999-08-28,9999-01-01,Human Resources
450816,Gal,Matzen,1962-10-03,1998-06-23,9999-01-01,Finance
450867,Adas,Mitsuhashi,1960-03-12,1998-07-19,9999-01-01,Quality Management
450925,Yoshinari,Lung,1964-06-18,2000-09-15,9999-01-01,Quality Management
450930,Basem,Werthner,1962-03-06,2000-01-09,9999-01-01,Development
450977,Otmar,Bhattacharjee,1958-08-22,1998-05-21,9999-01-01,Finance
451067,Arumugam,Marwedel,1960-10-21,1999-04-23,9999-01-01,Development
451123,Mihalis,Lores,1963-08-01,2001-07-04,9999-01-01,Customer Service
451161,Gay,Nittel,1955-09-15,2002-05-07,9999-01-01,Production
451269,Jahangir,Figueira,1958-12-25,1999-08-22,9999-01-01,Sales
451344,Tetsushi,Zweizig,1958-02-22,1999-07-04,9999-01-01,Customer Service
451367,Nitsan,Berendt,1960-08-24,1999-03-06,9999-01-01,Sales
451368,Gladys,Falster,1961-04-04,1999-01-14,9999-01-01,Human Resources
451391,Yongdong,Sambasivam,1956-04-27,2002-07-17,9999-01-01,Marketing
451581,Fayez,Holburn,1959-04-04,1998-02-16,9999-01-01,Production
451609,Ult,Schieder,1961-06-10,1998-04-23,9999-01-01,Quality Management
451644,Bogdan,Morton,1956-06-03,2000-01-19,9999-01-01,Production
451690,Paloma,Stamatiou,1959-01-30,1999-12-04,9999-01-01,Quality Management
451706,Elliott,Wallrath,1956-05-29,1999-09-11,9999-01-01,Finance
451708,Jessie,Bottner,1958-06-20,1999-02-25,9999-01-01,Customer Service
451723,Khatoun,Peron,1960-03-12,1999-06-06,9999-01-01,Research
451769,Ronghao,Sankaranarayanan,1953-09-05,1998-01-19,9999-01-01,Production
451778,Fei,Azumi,1955-01-15,1998-04-27,9999-01-01,Research
451803,LiMin,Seghrouchni,1953-05-29,1998-12-22,9999-01-01,Development
451868,Marlo,Piveteau,1953-05-31,1998-09-05,9999-01-01,Sales
451884,Slavian,Kropatsch,1953-12-11,1999-03-27,9999-01-01,Sales
451900,Fusako,Weisert,1959-08-04,1998-12-26,9999-01-01,Marketing
451905,Jiann,Henseler,1959-11-03,1999-07-09,9999-01-01,Marketing
451998,Parviz,Matzen,1963-07-03,1998-04-14,9999-01-01,Research
452122,Henk,Veldwijk,1962-12-04,1999-06-26,9999-01-01,Marketing
452247,Takushi,Fordan,1963-01-30,1998-05-08,9999-01-01,Development
452319,Yagil,Petereit,1953-03-18,1998-02-15,9999-01-01,Development
452414,Jiafu,Coors,1956-04-30,1999-08-07,9999-01-01,Marketing
452463,Emran,Langford,1964-10-20,1999-11-16,9999-01-01,Sales
452560,Mani,Raczkowsky,1961-12-10,1998-05-30,9999-01-01,Marketing
452607,Chenxi,Candan,1959-09-26,1999-06-11,9999-01-01,Development
452652,Hugh,Pashtan,1961-02-13,1999-05-30,9999-01-01,Human Resources
452714,Saniya,Ohori,1952-03-18,1998-01-04,9999-01-01,Sales
452781,Uriel,Sgarro,1953-08-12,1999-08-16,9999-01-01,Development
452812,Khosrow,Willoner,1960-11-11,2000-01-17,9999-01-01,Customer Service
452881,Zissis,Senzako,1960-01-26,2000-01-09,9999-01-01,Quality Management
452885,Guadalupe,Eickenmeyer,1952-09-24,1998-03-24,9999-01-01,Development
452965,Lucian,Bamford,1953-08-11,1999-12-18,9999-01-01,Quality Management
453324,Mayuko,Morrow,1963-05-10,1999-09-09,9999-01-01,Research
453366,Hilari,Linnainmaa,1956-03-28,1998-03-20,9999-01-01,Development
453383,Dines,McAlpine,1963-10-24,1998-08-28,9999-01-01,Development
453463,Nirmal,Picel,1953-09-02,1998-02-21,9999-01-01,Sales
453539,Val,Kroon,1964-10-01,1999-04-01,9999-01-01,Development
453588,Muzhong,Atchley,1962-02-08,1998-12-09,9999-01-01,Production
453699,Shigeo,Nyrup,1960-07-24,1998-01-05,9999-01-01,Sales
453784,Toshimo,Auyong,1954-08-23,1998-10-07,9999-01-01,Quality Management
453820,Masami,Merkl,1962-08-18,1999-08-19,9999-01-01,Development
453861,Ronnie,Honglei,1952-11-20,1999-12-20,9999-01-01,Production
453865,Aria,Aloisi,1963-03-09,1999-04-17,9999-01-01,Production
453879,Oscal,Massonet,1953-07-23,1998-12-10,9999-01-01,Development
453965,Naftali,Kalsbeek,1964-10-27,1998-02-20,9999-01-01,Production
453980,Boutros,Llado,1957-05-18,1998-02-21,9999-01-01,Production
454002,Supot,Maksimenko,1957-08-31,1999-06-11,9999-01-01,Finance
454023,Mohd,Sigstam,1957-04-26,2001-11-17,9999-01-01,Marketing
454180,Masasuke,Karcich,1953-10-03,1999-01-31,9999-01-01,Sales
454295,Xumin,Wendorf,1958-05-11,2000-02-01,9999-01-01,Sales
454358,Emdad,Maquelin,1953-09-15,1998-10-09,9999-01-01,Sales
454385,Aruna,Ranai,1958-08-07,1998-01-15,9999-01-01,Development
454393,Nakhoon,Kemmerer,1956-02-02,1999-07-31,9999-01-01,Development
454518,Mahmut,Jervis,1957-08-06,1998-01-23,9999-01-01,Development
454616,Avishai,Castellani,1956-02-15,2002-05-01,9999-01-01,Customer Service
454704,Mabo,Pavlopoulou,1954-10-18,1998-11-07,9999-01-01,Customer Service
454746,Danel,Alpay,1954-03-19,1999-03-07,9999-01-01,Development
454747,Adas,Bonifati,1957-05-16,1999-09-14,9999-01-01,Production
454866,Augustine,Thimonier,1953-11-16,1998-11-03,9999-01-01,Marketing
454940,Yurii,Worfolk,1961-10-21,1999-01-20,9999-01-01,Quality Management
454985,Kshitij,Hockney,1960-08-02,1998-01-10,9999-01-01,Finance
454988,Aram,Portugali,1963-06-01,1999-02-01,9999-01-01,Development
455036,Becky,Kakkar,1961-09-19,1999-08-30,9999-01-01,Development
455083,Stein,Magliocco,1961-01-17,1999-12-02,9999-01-01,Production
455126,Zito,Cummings,1957-10-07,1998-08-06,9999-01-01,Research
455181,Vugranam,Kakkar,1952-12-07,2000-09-14,9999-01-01,Development
455384,Sahrah,Lieberherr,1963-04-30,1999-02-08,9999-01-01,Quality Management
455408,Pradeep,Schwaller,1952-03-27,1999-06-23,9999-01-01,Production
455607,Amstein,Plesums,1960-05-15,1998-11-08,9999-01-01,Development
455628,Menkae,Guting,1955-01-04,1999-12-08,9999-01-01,Development
455681,Ferdinand,Vecchio,1962-10-01,1999-11-19,9999-01-01,Sales
455711,Bartek,Picel,1952-08-07,1999-04-12,9999-01-01,Quality Management
455952,Gill,Sinicrope,1964-06-28,1999-01-26,9999-01-01,Development
455954,Makato,Bodoff,1955-03-31,1999-09-10,9999-01-01,Development
456057,Shugo,Przulj,1952-12-15,1999-08-26,9999-01-01,Development
456217,Demos,Eastman,1962-06-27,1998-09-19,9999-01-01,Sales
456249,Leucio,Chaudhuri,1962-02-19,1998-12-17,9999-01-01,Production
456283,Rance,Asser,1964-01-16,1998-11-10,9999-01-01,Research
456307,Reinhold,Shumilov,1964-07-09,1998-01-29,9999-01-01,Development
456332,Elzbieta,Jakobus,1954-03-29,1998-05-17,9999-01-01,Production
456346,Zorica,Guerreiro,1952-06-25,1998-12-14,9999-01-01,Customer Service
456360,Rutger,Christianini,1958-07-28,1999-11-29,9999-01-01,Customer Service
456403,King,Nourani,1952-08-17,1999-07-18,9999-01-01,Customer Service
456413,Mohammed,Hartvigsen,1957-08-04,1999-12-21,9999-01-01,Customer Service
456463,Moti,Kemmerer,1962-10-04,1999-08-03,9999-01-01,Sales
456510,Takahira,Keustermans,1962-12-02,1998-10-10,9999-01-01,Research
456594,Gina,Brender,1959-05-16,1999-11-19,9999-01-01,Development
456707,Kersti,Kalafatis,1953-04-28,1998-11-22,9999-01-01,Customer Service
456847,Nectarios,Collette,1955-08-28,1998-05-18,9999-01-01,Development
456925,Maren,Leijenhorst,1952-07-15,1999-05-24,9999-01-01,Production
457018,Fox,Trystram,1957-07-03,2000-07-29,9999-01-01,Marketing
457056,Phillip,Eppinger,1954-06-07,1999-12-04,9999-01-01,Finance
457130,Stevo,Senzako,1959-01-01,1999-10-11,9999-01-01,Development
457140,Shahid,Zykh,1956-01-26,1998-09-23,9999-01-01,Sales
457142,Perry,Munro,1960-10-27,1998-11-30,9999-01-01,Production
457179,Jianwen,Baar,1962-06-30,1998-03-28,9999-01-01,Human Resources
457183,Stamatina,Sooriamurthi,1964-12-23,2000-01-10,9999-01-01,Development
457203,Hailing,Avouris,1958-04-22,1999-07-14,9999-01-01,Development
457264,Vugranam,Rikino,1962-08-10,1998-12-07,9999-01-01,Development
457348,Augustine,Chachaty,1955-09-03,1999-07-09,9999-01-01,Production
457350,Kristof,Zweizig,1953-06-23,2000-01-17,9999-01-01,Production
457368,Fai,Maksimenko,1959-07-07,1999-11-25,9999-01-01,Quality Management
457403,Anneli,Hofstetter,1957-11-21,1998-06-19,9999-01-01,Human Resources
457465,Ger,Rissanen,1955-01-04,1998-10-25,9999-01-01,Development
457621,Duro,Stemann,1956-08-19,2001-03-10,9999-01-01,Development
457642,Makato,Stanfel,1961-12-13,1999-08-07,9999-01-01,Marketing
457724,Yonghong,Nivat,1957-07-27,1999-11-15,9999-01-01,Production
457797,Haldun,Vesel,1956-05-24,1998-08-09,9999-01-01,Human Resources
457822,Richard,Halloran,1952-12-01,1999-12-12,9999-01-01,Marketing
457868,Adin,Egerstedt,1962-05-01,1998-09-18,9999-01-01,Development
457892,Sven,Nitto,1953-07-26,1999-05-24,9999-01-01,Production
457946,Kolar,Kleiser,1955-01-31,1999-11-30,9999-01-01,Development
457999,Eben,Waeselynck,1955-07-04,1999-06-27,9999-01-01,Development
458070,Inderjeet,Edelhoff,1962-02-05,1998-04-14,9999-01-01,Sales
458109,Takushi,Hardjono,1955-10-18,1999-07-06,9999-01-01,Development
458220,Harjit,Schwartzburd,1957-04-18,1999-07-26,9999-01-01,Development
458224,Lucian,Lowrie,1962-12-04,1999-09-22,9999-01-01,Production
458284,Hatsukazu,Bage,1958-09-04,1999-06-27,9999-01-01,Sales
458294,Denny,Radwan,1955-04-14,1999-12-14,9999-01-01,Finance
458672,Lunjin,Chvatal,1964-05-28,1999-01-01,9999-01-01,Quality Management
458713,Xiadong,Stroustrup,1956-02-15,1998-09-25,9999-01-01,Development
458717,Subir,Ossenbruggen,1962-07-16,2000-02-12,9999-01-01,Research
458791,Shan,Marletta,1957-09-12,1999-10-02,9999-01-01,Finance
458796,Geoff,Ranka,1952-11-06,1998-04-08,9999-01-01,Development
458811,Make,Speek,1954-02-15,1998-11-18,9999-01-01,Production
458814,Munehiro,Falck,1964-03-29,1999-01-15,9999-01-01,Sales
458938,Remco,Llado,1962-06-04,1999-01-20,9999-01-01,Sales
459011,Eberhardt,Speckmann,1961-11-30,1999-11-30,9999-01-01,Development
459107,Izaskun,McClurg,1964-12-04,1999-10-14,9999-01-01,Marketing
459238,Gully,Chappelet,1964-07-30,1999-08-03,9999-01-01,Research
459293,Manu,Murillo,1955-10-01,1998-03-15,9999-01-01,Production
459300,Wuxu,Henders,1959-10-24,1999-05-25,9999-01-01,Development
459346,Terresa,Bottner,1961-11-04,1998-08-25,9999-01-01,Development
459410,Jenwei,Schicker,1962-07-25,1999-12-03,9999-01-01,Production
459418,Reinhold,Daescu,1955-07-06,1998-03-24,9999-01-01,Development
459499,Augustine,Larfeldt,1962-05-23,1999-03-13,9999-01-01,Production
459505,Make,Koyama,1953-11-17,1998-11-09,9999-01-01,Marketing
459527,Chrisa,Stifter,1964-05-06,2000-01-24,9999-01-01,Development
459892,Shigenori,Fioravanti,1964-04-19,1998-01-19,9999-01-01,Sales
459909,Yuqun,Auyong,1955-11-20,1999-05-09,9999-01-01,Customer Service
459960,Shaowei,Quittner,1952-05-06,1998-06-12,9999-01-01,Development
459995,Moty,Polupanov,1960-12-16,1999-09-23,9999-01-01,Human Resources
459997,Frederique,Chiola,1960-06-13,1998-09-24,9999-01-01,Marketing
460003,Inderjeet,Marchesini,1958-02-17,1999-05-06,9999-01-01,Development
460399,Nishit,Bondorf,1955-06-22,1999-04-26,9999-01-01,Production
460406,Udi,Schwartzbauer,1964-11-13,1999-02-21,9999-01-01,Sales
460408,Theirry,Merli,1964-06-08,1998-12-29,9999-01-01,Development
460449,Arra,Gyimothy,1960-05-14,1998-10-13,9999-01-01,Quality Management
460486,Duro,Gire,1964-06-26,1999-09-29,9999-01-01,Production
460559,Khatoun,Petereit,1957-12-20,1998-09-23,9999-01-01,Research
460582,Eric,Egerstedt,1962-06-02,1998-11-22,9999-01-01,Sales
460690,Geoffry,Cummings,1954-06-09,1999-02-09,9999-01-01,Research
460701,Temple,Plavsic,1952-07-14,1998-03-12,9999-01-01,Quality Management
460714,Chuanti,Schaap,1963-06-28,1999-10-31,9999-01-01,Research
460802,Sanjoy,Braunschweig,1954-06-29,1998-12-24,9999-01-01,Customer Service
460994,Syozo,Kabayashi,1959-09-02,1999-09-19,9999-01-01,Sales
461047,Arnould,Skrikant,1957-03-28,1998-03-21,9999-01-01,Research
461050,Jessie,Mattern,1958-04-22,1999-03-29,9999-01-01,Production
461115,Badri,Guenter,1963-12-03,1999-02-27,9999-01-01,Production
461116,Sergi,Oaver,1954-12-03,1999-03-12,9999-01-01,Human Resources
461211,Pohua,Pelc,1963-09-20,1998-09-27,9999-01-01,Finance
461315,Mohammed,Ghandeharizadeh,1952-04-03,2000-01-01,9999-01-01,Production
461396,Tadahiro,Spinelli,1958-04-27,1999-12-09,9999-01-01,Sales
461455,Mark,McConalogue,1964-08-06,1998-02-25,9999-01-01,Production
461492,Ger,Krohn,1962-07-13,1998-02-11,9999-01-01,Development
461725,Vitaly,Dulin,1953-06-30,1999-05-21,9999-01-01,Finance
461798,Gou,Fandrianto,1964-02-13,1999-01-29,9999-01-01,Sales
461853,Licheng,Ginneken,1959-10-31,1999-10-14,9999-01-01,Customer Service
461857,Oscar,Ouhyoung,1964-10-20,2001-02-10,9999-01-01,Research
461893,Barton,Cannard,1957-09-07,1998-02-27,9999-01-01,Production
461938,Edwin,Remmele,1961-02-19,1998-03-26,9999-01-01,Production
462050,Xuedong,Barinka,1958-05-10,1998-02-22,9999-01-01,Sales
462276,Moto,Siegrist,1963-12-25,1999-01-10,9999-01-01,Sales
462367,Mart,Servieres,1961-03-14,1998-11-24,9999-01-01,Quality Management
462397,Candido,Bultermann,1953-12-06,1998-08-30,9999-01-01,Development
462542,Venkatesan,Curless,1960-09-07,2001-04-13,9999-01-01,Customer Service
462637,Dante,Serot,1958-04-27,1998-04-04,9999-01-01,Customer Service
462660,Xumin,Juneja,1959-07-13,1998-09-10,9999-01-01,Development
462811,Shietung,Stanger,1956-02-26,1998-12-03,9999-01-01,Production
462905,Fay,Chvatal,1954-05-31,2000-10-26,9999-01-01,Finance
463038,Houman,Janetzko,1960-06-18,1999-02-19,9999-01-01,Sales
463163,Conrado,Potthoff,1963-02-01,1999-09-11,9999-01-01,Development
463366,Bader,Walstra,1961-10-06,1999-11-29,9999-01-01,Production
463440,Alair,Michaeli,1959-10-23,1999-04-25,9999-01-01,Finance
463538,Elliott,Schueller,1954-01-07,1999-01-02,9999-01-01,Customer Service
463640,Miquel,Gyorkos,1952-07-08,1999-11-20,9999-01-01,Research
463702,Maja,Coorg,1956-04-02,1999-08-07,9999-01-01,Customer Service
463711,Khosrow,Cesareni,1958-04-13,1999-03-29,9999-01-01,Production
463810,Sanjai,Holburn,1953-07-18,1999-07-13,9999-01-01,Research
463828,Kish,Pfau,1957-03-07,2001-08-31,9999-01-01,Quality Management
463860,JoAnne,Muhling,1963-02-22,1999-10-30,9999-01-01,Customer Service
463965,Jahangir,Christ,1955-08-27,2002-05-11,9999-01-01,Customer Service
464028,Jamaludin,Panienski,1964-07-30,1999-11-24,9999-01-01,Sales
464067,Mahendra,Gulik,1954-02-18,1998-02-22,9999-01-01,Sales
464130,Fan,Osgood,1952-09-02,1998-03-15,9999-01-01,Human Resources
464134,Sumant,Improta,1955-01-01,2002-03-20,9999-01-01,Customer Service
464191,Gila,Duclos,1955-01-17,2001-12-11,9999-01-01,Sales
464265,Giri,Tetzlaff,1962-01-08,2001-04-16,9999-01-01,Quality Management
464298,Danai,Rosca,1955-06-14,1998-07-20,9999-01-01,Production
464313,Roselyn,Taubenfeld,1958-04-01,1998-02-04,9999-01-01,Development
464323,Soenke,Curless,1953-04-01,1999-03-06,9999-01-01,Production
464421,Vasiliy,Ibel,1964-02-23,1999-12-06,9999-01-01,Production
464467,Masato,Luck,1964-01-23,1999-08-25,9999-01-01,Sales
464581,Hilari,Jeansoulin,1958-11-06,1999-04-28,9999-01-01,Research
464638,Irena,Ernst,1955-10-07,1999-09-28,9999-01-01,Marketing
464677,Josyula,Schwartzbauer,1960-09-29,1999-04-07,9999-01-01,Customer Service
464690,Licheng,Rusmann,1964-08-24,1999-05-05,9999-01-01,Production
464771,Gaurav,DuBourdieux,1963-07-20,1999-10-18,9999-01-01,Production
464851,Dung,Fairtlough,1954-12-23,1999-07-09,9999-01-01,Quality Management
